,anime,season,year,category,songname,artist,link,status
539,Free! Eternal Summer (Free! - Eternal Summer),Summer 2014,2014,Ending Theme,Clear Blue Departure,"Haruka  Nanase (Nobunaga Shimazaki), Makoto Tachibana (Tatsuhisa Suzuki), Nagisa Hazuki (Tsubasa Yonaga), Rei Ryuugazaki (Daisuke Hirakawa), Rin Matsuoka (Mamoru Miyano), Sousuke Yamazaki (Yoshimasa Hosoya), Aiichirou  Nitori (Kouki Miyata), Momotarou Mikoshiba (Kenichi Suzumura)",https://www.youtube.com/watch?v=MGcZEwI8EVo,
540,Fruits Basket 1st Season,Spring 2019,2019,Opening Theme,Again,Beverly,https://open.spotify.com/track/12ad0oPQaR6X6Jcoqz8rcz,Downloaded
541,Fruits Basket 1st Season,Spring 2019,2019,Opening Theme,Chime,Ai Otsuka,https://open.spotify.com/track/3sePSu5Iv52Sf6qUNzqCT8,Downloaded
542,Fruits Basket 1st Season,Spring 2019,2019,Ending Theme,Lucky Ending,Vickeblanka,https://open.spotify.com/track/3QGGuyHa1m594Vujc5W4Mb,Downloaded
543,Fruits Basket 1st Season,Spring 2019,2019,Ending Theme,One Step Closer,INTERSECTION,https://open.spotify.com/track/5TzH36LbU4cnntXmdUDXuW,Downloaded
544,Fruits Basket 2nd Season,Spring 2020,2020,Opening Theme,Prism,AmPm ft_ Miyuna,https://open.spotify.com/track/12ZIRTS8x9RBgasDg3q27J,Downloaded
545,Fruits Basket 2nd Season,Spring 2020,2020,Opening Theme,HOME,Asako Toki (土岐麻子),https://open.spotify.com/track/4FSejBjuCSqv0NsJskPShe,Downloaded
546,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,ad meliora,THE CHARM PARK,https://open.spotify.com/track/4rzw37fRwEoUDx7gulKKHN,Downloaded
547,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,Haseru Mirai (馳せる未来),Uta Arii (ウタ・アリィ),https://open.spotify.com/track/6IeSBfQKv86cGVfcIn2hlF,Downloaded
548,Fruits Basket 2nd Season,Spring 2020,2020,Ending Theme,Eden,MONKEY MAJIK,https://open.spotify.com/track/7CZKnz9mEt8Z638tyY5cKL,Downloaded
549,Fruits Basket_ The Final (Fruits Basket_ The Final Season),Spring 2021,2021,Opening Theme,Pleasure,WARPs UP,https://open.spotify.com/track/3Ri6VyKJACmFm68wQHrsvv,Downloaded
550,Fruits Basket_ The Final (Fruits Basket_ The Final Season),Spring 2021,2021,Ending Theme,Haru Urara (春うらら),GENIC,https://open.spotify.com/track/5ZXRWl6ao09loqeA6MJbdb,Downloaded
551,Fudanshi Koukou Seikatsu (The Highschool Life of a Fudanshi),Summer 2016,2016,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano),https://www.youtube.com/watch?v=rJ6S49-s4MA,
552,"Fudanshi Koukou Seikatsu_ Sports no Aki, Bonnou no Aki",,1900,Ending Theme,SEKAI wa Boy Meets Boy (SEKAIはボーイミーツボーイ♂),Ryou Sakaguchi (Wataru Hatano),https://www.youtube.com/watch?v=rJ6S49-s4MA,
553,Fugou Keiji_ Balance_Unlimited,Spring 2020,2020,Opening Theme,NAVIGATOR,SixTONES,https://www.youtube.com/watch?v=VUrSsrAnq8M,
554,Fugou Keiji_ Balance_Unlimited,Spring 2020,2020,Ending Theme,Welcome My Friend,OKAMOTO'S,https://open.spotify.com/track/1XWhJEC8H3opIXw7UkGD1e,Downloaded
555,Futoku no Guild (Immoral Guild),Fall 2022,2022,Opening Theme,Never the Fever!!,Sayaka Sasaki,https://open.spotify.com/track/1fdX3lSdgqj8qM1QDxmmOt,
556,Futoku no Guild (Immoral Guild),Fall 2022,2022,Ending Theme,Sugar Sugar Spice (シュガー・シュガー・スパイス),Minami Kuribayashi,https://www.youtube.com/watch?v=s8xHGevk--A,
557,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Opening Theme,TRUE FOOL LOVE,Liyuu,https://open.spotify.com/track/1Gmig2oVIil7KC5MzKWwqy,
558,"Fuufu Ijou, Koibito Miman.",Fall 2022,2022,Ending Theme,Stuck on you,Nowlu,https://open.spotify.com/track/3yQJ2X7Jpufw6vnIhA3ZRb,
559,Gaikotsu Shotenin Honda-san (Skull-face Bookseller Honda-san),Fall 2018,2018,Opening Theme,ISBN ~Inner Sound & Book's Narrative~,TECHNOBOYS PULCRAFT GREEN-FUND feat_ Honda (Souma Saitou),https://open.spotify.com/track/45LbuCWdQJbotBQZDa5LAv,Downloaded
560,Gaikotsu Shotenin Honda-san (Skull-face Bookseller Honda-san),Fall 2018,2018,Ending Theme,"Book-end, Happy-end",TECHNOBOYS PULCRAFT GREEN-FUND feat_ Hiroshi Takano,https://open.spotify.com/track/7hXQFvgM4xcD4YeqzjlIIf,Downloaded
561,Gal to Kyouryuu (Gal & Dino),Spring 2020,2020,Opening Theme,Kyouryuu Agemizawa☆ (恐竜あげみざわ☆),"Kyouruu Friends [Kaede (Miyuri Shimabukuro, Yamada (Yuko Natsuyoshi), Senpai (Youki Kudou), Shouta (Seiichirou Yamashita)]",https://open.spotify.com/track/01u8l6i3h2BLziR0oy0RuH,Downloaded
562,Gal to Kyouryuu (Gal & Dino),Spring 2020,2020,Ending Theme,Peaceful Days,Ryuuko Takahashi (高橋竜子),https://open.spotify.com/track/4qVgobLIG80y8BdVUsxmfY,Downloaded
563,Gamers!,Summer 2017,2017,Opening Theme,GAMERS!,"Karen Tendou (Hisako Kanemoto), Chiaki Hoshinomori (Manaka Iwami), Aguri (Rumi Ookubo)",https://open.spotify.com/track/32jmUPib1d2M5ctebwTrm1,Downloaded
564,Gamers!,Summer 2017,2017,Ending Theme,Fight on!,Luce Twinkle Wink☆,https://open.spotify.com/track/5HKNbCDHSIyX8ta1nVJnXL,Downloaded
565,Gamers!,Summer 2017,2017,Ending Theme,Koi no Prologue_ (恋のprologue＊),Luce Twinkle Wink☆,https://open.spotify.com/track/3LZc1QKn8wIk5C9JV3J8kp,Downloaded
566,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)",https://www.youtube.com/watch?v=Lw-QwucxgC0,
567,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Opening Theme,Toki no Tsubasa Chrono Geizer (時の翼 Chrono Geizer),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)", ,
568,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Kizuna (キズナ),Uno Blaqlo,https://www.youtube.com/watch?v=rdx08iKtuiE,
569,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Seifuku DOLL (制服DOLL),Uno Blaqlo, ,
570,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Tokyo Lonely Girl (トーキョーロンリーガール),Uno Blaqlo, ,
571,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Dandelion Girl (ダンデライオンガール),BlowBackNotes, ,
572,Gekidol_ Actidol Project (Gekidol),Winter 2021,2021,Ending Theme,Gekidol! (ゲキドル！),"Seria Morino (Hikaru Akao), Airi Kagami (Chihara Mochida), Mayuri Nakamura (Amina Satou), Akira Asagi (Nozomi Yamamoto), Aimi Fujita (Asami Takano), Kazuhara Yamamoto (Aya Akiyoshi)",https://www.youtube.com/watch?v=Lw-QwucxgC0,
573,Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),Summer 2014,2014,Opening Theme,Kimi ja Nakya Dame Mitai (君じゃなきゃダメみたい),Masayoshi Ooishi (大石昌良),https://open.spotify.com/track/4fgzmtGRCxEZngg3kNyZT6,Downloaded
574,Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),Summer 2014,2014,Ending Theme,Ura Omote Fortune (ウラオモテ・フォーチュン),Chiyo Sakura (CV_ Ari Ozawa),https://open.spotify.com/track/3CnkJahmiC2Wls7XeKULXi,Downloaded
575,Genjitsu Shugi Yuusha no Oukoku Saikenki,Summer 2021,2021,Opening Theme,HELLO HORIZON,Inori Minase,https://open.spotify.com/track/2lQmoRbCLpvWA2vt0Lnh41,Downloaded
576,Genjitsu Shugi Yuusha no Oukoku Saikenki,Summer 2021,2021,Ending Theme,Kazanear (カザニア),Aimi,https://open.spotify.com/track/2DwutGldROy1YEUZCHb5bj,Downloaded
577,Gibiate,Summer 2020,2020,Opening Theme,GIBIATE,Yoshida Brothers feat SUGIZO,https://open.spotify.com/track/1jJKptNrByFvupjHfLH5Gl,Downloaded
578,Gibiate,Summer 2020,2020,Ending Theme,ENDLESS ~Toki wo Koete~ (ENDLESS～時を超えて～),ENDLESS,https://www.youtube.com/watch?v=86PIptzdfLo,
579,Given,Summer 2019,2019,Opening Theme,Kizuato (キヅアト),Centimilimental (センチミリメンタル),https://open.spotify.com/track/1fYOMkDlytS5iI3zISW0we,Downloaded
580,Given,Summer 2019,2019,Ending Theme,Marutsuke - Piano ver_ (まるつけ -Piano ver_-),Centimillimental,https://open.spotify.com/track/4qn0u2u7iprflVliZMRVIO,Downloaded
581,Given,Summer 2019,2019,Ending Theme,Marutsuke (まるつけ),Given [Mafuyu Satou (Shougo Yano),https://open.spotify.com/track/6I4XVa47mfQ9MapC0ThmkO,Downloaded
582,Given Movie,,1900,Ending Theme,Bokura dake no Shudaika (僕らだけの主題歌),Centimilimental (センチミリメンタル),https://open.spotify.com/track/0wS1jLwkJkGyMvzyJW5XMy,Downloaded
583,Glasslip,Summer 2014,2014,Opening Theme,Natsu no Hi to Kimi no Koe (夏の日と君の声),ChouCho,https://open.spotify.com/track/6a0LA7WcQCcqwiyJCt7859,Downloaded
584,Glasslip,Summer 2014,2014,Ending Theme,Toumei na Sekai (透明な世界),nano_RIPE,https://open.spotify.com/track/4IXpvHckPiFw5slymZ5Gej,Downloaded
585,Glasslip,Summer 2014,2014,Ending Theme,Natsu no Hi to Kimi no Koe (夏の日と君の声),ChouCho,https://open.spotify.com/track/6a0LA7WcQCcqwiyJCt7859,Downloaded
586,Gleipnir,Spring 2020,2020,Opening Theme,Altern-ate-,H-el-ical__,https://open.spotify.com/track/6IJJ8gIHQduNLbCIfvdSbF,Downloaded
587,Gleipnir,Spring 2020,2020,Ending Theme,Ame to Taieki to Nioi (雨と体液と匂い),Mili,https://open.spotify.com/track/1ouz5gvh7XQm0Ryj7OwKZ1,Downloaded
588,Goblin Slayer,Fall 2018,2018,Opening Theme,Rightfully,Mili,https://open.spotify.com/track/1SGRo6M1h1vUlUQyM0yF8U,Downloaded
589,Goblin Slayer,Fall 2018,2018,Ending Theme,Gin no Kisei (銀の祈誓),Soraru,https://open.spotify.com/track/3CrGUiQaHX1ikHWuWjWuzo,Downloaded
590,Goblin Slayer,Fall 2018,2018,Ending Theme,Though Our Paths May Diverge,Mili,https://open.spotify.com/track/0B7xHiIth1ecYATuFbha1R,Downloaded
591,Goblin Slayer,Fall 2018,2018,Ending Theme,Within,Mili,https://open.spotify.com/track/3ke8a2kjks4dJzPGN15nOS,Downloaded
592,Goblin Slayer_ Bouken Kiroku Youshi - Adventure Sheet,,1900,Opening Theme,Rightfully,Mili,https://open.spotify.com/track/1SGRo6M1h1vUlUQyM0yF8U,Downloaded
593,Goblin Slayer_ Bouken Kiroku Youshi - Adventure Sheet,,1900,Ending Theme,Gin no Kisei (銀の祈誓),Soraru,https://open.spotify.com/track/3CrGUiQaHX1ikHWuWjWuzo,Downloaded
594,Goblin Slayer_ Goblin's Crown,,1900,Ending Theme,Static,Mili,https://open.spotify.com/track/1m66e4X9MOiLKNQZwYS9Qy,Downloaded
595,Godzilla_ S.P (Godzilla Singular Point),Spring 2021,2021,Opening Theme,in case,BiSH,https://open.spotify.com/track/0m6gd9kYPfF9hGlRQ1COeB,Downloaded
596,Godzilla_ S.P (Godzilla Singular Point),Spring 2021,2021,Ending Theme,Aoi (青い),POLKADOT STINGRAY,https://open.spotify.com/track/6zY1qStXzwVqWC4UVxvENW,Downloaded
597,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直),https://www.youtube.com/watch?v=zgi-9giMH5Q,
598,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Opening Theme,Virtue and Vice,"Fear, and loathing in Las Vegas",https://open.spotify.com/track/5gL1EcFRvNFvyVnkJasNbE,Downloaded
599,Gokukoku no Brynhildr (Brynhildr in the Darkness),Spring 2014,2014,Ending Theme,Ichibanboshi (いちばん星),"Neko Kuroha (Risa Taneda), Kana Tachibana (Aya Suzaki), Kazumi Schlierenzauer (M_A_O), Kotori Takatori (Azusa Tadokoro)",https://www.youtube.com/watch?v=c1gRq9j5fqU,
600,Gokukoku no Brynhildr_ Kara Sawagi,,1900,Opening Theme,BRYNHILDR IN THE DARKNESS -Ver_ EJECTED-,Nao Tokisawa (鴇沢 直),https://www.youtube.com/watch?v=zgi-9giMH5Q,
601,Gokukoku no Brynhildr_ Kara Sawagi,,1900,Ending Theme,Ichiban Boshi (いちばん星),"Neko Kuroha (CV_ Risa Taneda), Kana Tachibana (CV_ Aya Suzaki), Kazumi Schlierenzauer (CV_ MAO), Kotori Takatori (CV_ Azusa Tadokoro)",https://www.youtube.com/watch?v=i3Oxwmq_-B8,
602,Gokushufudou (The Way of the Househusband),,1900,Opening Theme,Shufu no Michi (シュフノミチ),Uchikubi Gokumon Doukoukai (打首獄門同好会),https://open.spotify.com/track/15p6K4jwZyLt66o2agB7bI,Downloaded
603,Gokushufudou (The Way of the Househusband),,1900,Ending Theme,Goku・Fufukaidou (極・夫婦街道),Uchikubi Gokumon Doukoukai (打首獄門同好会),https://open.spotify.com/track/55YmPgLRRqMktFTOBtWT4x,Downloaded
604,Golden Time,Fall 2013,2013,Opening Theme,Golden Time,Yui Horie,https://open.spotify.com/track/3RptL5H0xVCu0UOvQwVnit,Downloaded
605,Golden Time,Fall 2013,2013,Opening Theme,The♡World's♡End,Yui Horie,https://open.spotify.com/track/1q0hYmsjjXnDOV5EXZmBUL,Downloaded
606,Golden Time,Fall 2013,2013,Ending Theme,Sweet & Sweet CHERRY,Yui Horie,https://open.spotify.com/track/39p9VflB92KhgJD6TdTvof,Downloaded
607,Golden Time,Fall 2013,2013,Ending Theme,Hanneikyuuteki ni Aishite yo♡ (半永久的に愛してよ♡),Yui Horie,https://open.spotify.com/track/5CyM9m4CTPJrwdAdMrMK0O,Downloaded
608,Golden Time,Fall 2013,2013,Ending Theme,Golden Time,Yui Horie,https://open.spotify.com/track/3RptL5H0xVCu0UOvQwVnit,Downloaded
609,Gosick,Winter 2011,2011,Opening Theme,Destin Histoire,yoshiki_lisa (吉木りさ),https://open.spotify.com/track/3qaywuuaEBUWdowIerY0J7,Downloaded
610,Gosick,Winter 2011,2011,Ending Theme,Resuscitated Hope,Lisa Komine,https://www.youtube.com/watch?v=i8wghCdMncU,
611,Gosick,Winter 2011,2011,Ending Theme,unity,Lisa Komine,https://www.youtube.com/watch?v=QalWKRmjHJA,
612,Granbelm,Summer 2019,2019,Opening Theme,Tsuki wo Ou Mayonaka (月を追う真夜中),Eir Aoi,https://open.spotify.com/track/44nPRe9D8i3BJiTcxYyfp3,Downloaded
613,Granbelm,Summer 2019,2019,Ending Theme,Negai (願い),Uru,https://open.spotify.com/track/3Y3daHzbI3BRxsx0yvGdNz,Downloaded
614,Granbelm,Summer 2019,2019,Ending Theme,Scenery,Uru,https://open.spotify.com/track/3jbMzduoawCvNSv0Qum7PN,Downloaded
615,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Opening Theme,starry,Mashiro Ayano,https://open.spotify.com/track/0bXCBPRQnjIUW1vG5WeGwT,Downloaded
616,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Opening Theme,Rin (凛),ASCA,https://open.spotify.com/track/5KeZzt4mImRvIo4TCRQxqm,Downloaded
617,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Ending Theme,PLEDGE,ASCA,https://open.spotify.com/track/1FBjEF5OtAruyR522MTAxr,Downloaded
618,Grancrest Senki (Record of Grancrest War),Winter 2018,2018,Ending Theme,Shoudou (衝動),Mashiro Ayano,https://open.spotify.com/track/07ST3nTysmOzJhkW2qKX2M,Downloaded
619,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Opening Theme,Grand Blue,Shounan no Kaze,https://open.spotify.com/track/2xZyd4VDrWOz2bHZRvt5Xu,Downloaded
620,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Ending Theme,Konpeki no Alfine ~Nikenme ni Karaoke ni Haitta Oretachi no Tension Super MAX ver_~ (紺碧のアル・フィーネ ～二軒目にカラオケに入った俺たちのテンションスーパーMAXver_～),Izu no Kaze (伊豆乃風) [Iori Kitahar,https://open.spotify.com/track/4qmU2SbBS2lBHhAzXJq1Ft,Downloaded
621,Grand Blue (Grand Blue Dreaming),Summer 2018,2018,Ending Theme,Konpeki no Alpine ~Kaya Mizuki ver_~,Kaya Mizuki,https://www.youtube.com/watch?v=J2MUBbqvhr8,
622,Great Pretender,Summer 2020,2020,Opening Theme,G_P_,Yutaka Yamada,https://open.spotify.com/track/0QUW4OREPB09dHwGRGfiGF,Downloaded
623,Great Pretender,Summer 2020,2020,Ending Theme,The Great Pretender,Freddie Mercury,https://open.spotify.com/track/4xm2RpQtpFVlPlO1v4BrBr,Downloaded
624,Guilty Crown,Fall 2011,2011,Opening Theme,Euterpe,EGOIST; produced,https://open.spotify.com/track/6Nn8ICNjGU9Phg3TbZZs1L,Downloaded
625,Guilty Crown,Fall 2011,2011,Opening Theme,My Dearest,supercell; performed,https://open.spotify.com/track/5HhYHpxwdGTCO5YK7dycoT,Downloaded
626,Guilty Crown,Fall 2011,2011,Opening Theme,The Everlasting Guilty Crown,EGOIST; produced,https://open.spotify.com/track/6RTNGOolCm3n6OIC8jOj58,Downloaded
627,Guilty Crown,Fall 2011,2011,Ending Theme,Departures ~Anata ni Okuru Ai no Uta~ (Departures ~あなたにおくるアイの歌~),EGOIST; produced,https://open.spotify.com/track/3OhpsmXiZw358hqTKgmaww,Downloaded
628,Guilty Crown,Fall 2011,2011,Ending Theme,Kokuhaku (告白),supercell; performed,https://open.spotify.com/track/6HKa0oFjsPBfohTBFkPy84,Downloaded
629,Guilty Crown_ Lost Christmas - An Episode of Port Town,,1900,Ending Theme,Planetes,EGOIST; produced,https://open.spotify.com/track/1GUnIBiLhgEwSQJzGNuUrk,Downloaded
630,Gunjou no Magmell (Ultramarine Magmell),Spring 2019,2019,Opening Theme,Dash&Daaash!!,Fudanjuku (風男塾),https://open.spotify.com/track/7vzWPRAvoEbpagmotWJWm3,Downloaded
631,Gunjou no Magmell (Ultramarine Magmell),Spring 2019,2019,Ending Theme,The Key,a flood of circle,https://open.spotify.com/track/12WfbUv9lv5HtyUdXqb7WH,Downloaded
632,Gyo (GYO_ Tokyo Fish Attack!),,1900,Ending Theme,End Theme,Nami Nakagawa (中川奈美),https://www.youtube.com/watch?v=w61s9ZWsJJo,
633,Gyokou no Nikuko-chan (Fortune Favors Lady Nikuko),,1900,Opening Theme,Image no Uta (イメージの詩),Kurumi Inagaki (稲垣来泉),https://open.spotify.com/track/0v5Eip6KvsgtkSSl6GC32g,Downloaded
634,Gyokou no Nikuko-chan (Fortune Favors Lady Nikuko),,1900,Ending Theme,Taketen (たけてん),GReeeeN,https://open.spotify.com/track/2ScPlHiBykNQEvJ511R1HI,Downloaded
635,"Hachi-nan tte, Sore wa Nai deshou!",Spring 2020,2020,Opening Theme,Jikuu no Mayoi Hito (時空の迷い人),Demon Kakka and Arika Takarano (ALI PROJECT),https://open.spotify.com/track/6176ZiO8qAaXJ5uarXk9i5,Downloaded
636,"Hachi-nan tte, Sore wa Nai deshou!",Spring 2020,2020,Ending Theme,Tsukiagari no Monologue (月明かりのMonologue),AKINO arai and AKINO from bless4,https://open.spotify.com/track/2oZCUvyJweCFKkLmUk7law,Downloaded
637,Hai to Gensou no Grimgar (Grimgar_ Ashes and Illusions),Winter 2016,2016,Opening Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,Downloaded
638,Hai to Gensou no Grimgar (Grimgar_ Ashes and Illusions),Winter 2016,2016,Ending Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,Downloaded
639,Hai to Gensou no Grimgar (Grimgar_ Ashes and Illusions),Winter 2016,2016,Ending Theme,Harvest,(K)NoW_NAME,https://open.spotify.com/track/6KOi28b98YkZNMgFkb4QO3,Downloaded
640,Hai to Gensou no Grimgar (Grimgar_ Ashes and Illusions),Winter 2016,2016,Ending Theme,Harvest,Shihoru (Haruka Terui),https://open.spotify.com/track/72IvHWzN9wiHQcZKIjNURE,Downloaded
641,Hai to Gensou no Grimgar (Grimgar_ Ashes and Illusions),Winter 2016,2016,Ending Theme,Cultivate,(K)NoW_NAME,https://open.spotify.com/track/5Hu1N7iBqMt9ig24RWsbkg,Downloaded
642,Hai to Gensou no Grimgar_ Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,,1900,Opening Theme,Knew day,(K)NoW_NAME,https://open.spotify.com/track/6KOi28b98YkZNMgFkb4QO3,Downloaded
643,Hai to Gensou no Grimgar_ Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,,1900,Ending Theme,Harvest,(K)NoW_NAME,https://open.spotify.com/track/0jD9vgDvsn9rkDmZpu06PT,Downloaded
644,Hajimete no Gal (My First Girlfriend is a Gal),Summer 2017,2017,Opening Theme,Hajimete no SEASON (はじめてのSEASON),Junjou no Afilia (純情のアフィリア),https://open.spotify.com/track/4YkyCjBadBfqeiusuz4KCr,Downloaded
645,Hajimete no Gal (My First Girlfriend is a Gal),Summer 2017,2017,Ending Theme,GAL-tic Love (GAL的LOVE（ギャルチックラブ）),Erabareshi (エラバレシ),https://open.spotify.com/track/1FEMelte5xIjLIHZNXUrK2,Downloaded
646,Hajimete no Gal_ Hajimete no Bunkasai,,1900,Opening Theme,Hajimete no SEASON (はじめてのSEASON),Junjou no Afilia (純情のアフィリア),https://open.spotify.com/track/4YkyCjBadBfqeiusuz4KCr,Downloaded
647,Hajimete no Gal_ Hajimete no Bunkasai,,1900,Ending Theme,GAL-tic Love (GAL的LOVE（ギャルチックラブ）),Erabareshi (エラバレシ),https://open.spotify.com/track/77f1ZBEtwkqkHFmCS2Ob16,Downloaded
648,Hakubo (Twilight),,1900,Ending Theme,Tooku (とおく),AZUMA HITOMI,https://www.youtube.com/watch?v=ONGhDp9hbh8,
649,Hametsu no Mars (Mars of Destruction),,1900,Opening Theme,Valkyrie Kikou,Richard Wagner,https://www.youtube.com/watch?v=rXM2C5fuP0U,
650,Hand Shakers,Winter 2017,2017,Opening Theme,One Hand Message,OxT (Masayoshi Oishi x Tom-H@ck),https://www.youtube.com/watch?v=ieQhR0c_ee8,
651,Hand Shakers,Winter 2017,2017,Ending Theme,Yume Miru Ame (ユメミル雨),Akino Arai,https://www.youtube.com/watch?v=Lzsz677igkk,
652,Happy Sugar Life,Summer 2018,2018,Opening Theme,One Room Sugar Life (ワンルームシュガーライフ),Akari Nanawo (ナナヲアカリ),https://open.spotify.com/track/2jtI8cQPtIiV9u5OXESTPm,Downloaded
653,Happy Sugar Life,Summer 2018,2018,Ending Theme,SWEET HURT,ReoNa,https://open.spotify.com/track/6HpT1pNhenYMIYY9vWgJoc,Downloaded
654,Happy Sugar Life,Summer 2018,2018,Ending Theme,Canaria (カナリア),ReoNa,https://open.spotify.com/track/4vn0eCi3dRwGDHdyskh3Oy,Downloaded
655,HaruChika_ Haruta to Chika wa Seishun suru,Winter 2016,2016,Opening Theme,Niji wo Ametara (虹を編めたら),fhána,https://open.spotify.com/track/6HD1Nc4MMeirz4izAkq5St,Downloaded
656,HaruChika_ Haruta to Chika wa Seishun suru,Winter 2016,2016,Ending Theme,Kuusou Triangle (空想トライアングル),ChouCho,https://open.spotify.com/track/2aZsQpLneag7DxnZbnFCmN,Downloaded
657,Hashiri Tsuzukete Yokatta tte. (I'm glad I could keep running.),Fall 2018,2018,Opening Theme,Yume Fanfare (夢ファンファーレ),LIP×LIP,https://open.spotify.com/track/1corYorswlHDf2RbnZAkMc,Downloaded
658,Hashiri Tsuzukete Yokatta tte. (I'm glad I could keep running.),Fall 2018,2018,Ending Theme,Aikatsu Happy End (アイカツハッピーエンド),＝LOVE,https://open.spotify.com/track/2wbF4sb7IpBMQ7T6Lem10j,Downloaded
659,Hataage! Kemono Michi (Kemono Michi_ Rise Up),Fall 2019,2019,Opening Theme,Fight! Kemoner Mask (闘魂（ファイト）！ケモナーマスク),NoB with Kemoner Mask (Katsuyuki Konishi),https://www.youtube.com/watch?v=5jAGae-FFYY,
