,anime,season,year,category,songname,artist,link,extra,status
1068,Koutetsujou no Kabaneri (Kabaneri of the Iron Fortress),Spring 2016,2016,Ending Theme,KABANERI OF THE IRON FORTRESS,EGOIST,https://open.spotify.com/track/5ltF6YRUpZNrEjZF7ky6eI,,Downloaded
1069,Koutetsujou no Kabaneri (Kabaneri of the Iron Fortress),Spring 2016,2016,Ending Theme,ninelie,Aimer with chelly (EGOIST),https://open.spotify.com/track/164YLgHJYhqOEYUcAc93Xz,,Downloaded
1070,Koutetsujou no Kabaneri (Kabaneri of the Iron Fortress),Spring 2016,2016,Ending Theme,Through My Blood _AM_,Aimer,https://open.spotify.com/track/6S8yJ1otH9mlhVSXDMV9Bt,,Downloaded
1071,Koutetsujou no Kabaneri Movie 3_ Unato Kessen,,1900,Opening Theme,KABANERI OF THE IRON FORTRESS,EGOIST,https://open.spotify.com/track/5ltF6YRUpZNrEjZF7ky6eI,,Downloaded
1072,Koutetsujou no Kabaneri Movie 3_ Unato Kessen,,1900,Ending Theme,Sakase ya Sakase (咲かせや咲かせ),EGOIST,https://open.spotify.com/track/6Qn2DEvR2t1iNyLSmghWxr,,Downloaded
1073,Kuma Kuma Kuma Bear,Fall 2020,2020,Opening Theme,Itsuka no Kioku (イツカノキオク),Azumi Waki,https://open.spotify.com/track/6H89asd35YNQJ3Ga0B41Je,,Downloaded
1074,Kuma Kuma Kuma Bear,Fall 2020,2020,Ending Theme,Ano ne_ (あのね。),Yuna (Maki Kawase),https://open.spotify.com/track/10gPxTuQ6ckAl5pk8YuT6D,,Downloaded
1075,Kuma Kuma Kuma Bear,Fall 2020,2020,Ending Theme,Ano ne_ -loved ones ver_- (あのね。-loved ones ver_-,Yuna (Maki Kawase) & Fina (Azumi Waki),https://open.spotify.com/track/11Vlqes40Ii3HpTxqqHYaj,,Downloaded
1076,"Kumo desu ga, Nani ka_ (So I'm a Spider, So What_)",Winter 2021,2021,Opening Theme,Keep weaving your spider way,Riko Azuna,https://open.spotify.com/track/1cbkhWK1wUpWqZLtrakjR8,,Downloaded
1077,"Kumo desu ga, Nani ka_ (So I'm a Spider, So What_)",Winter 2021,2021,Opening Theme,Bursty Greedy Spider,Konomi Suzuki,https://open.spotify.com/track/078aSeH6ZBFBzDIQTXzYVZ,,Downloaded
1078,"Kumo desu ga, Nani ka_ (So I'm a Spider, So What_)",Winter 2021,2021,Ending Theme,Ganbare! Kumoko-san's Theme (がんばれ！蜘蛛子さんのテーマ),Watashi _ Kumoko (Aoi Yuuki),https://open.spotify.com/track/4FzKIReOW4OTPZT9c2e1KH,,Downloaded
1079,"Kumo desu ga, Nani ka_ (So I'm a Spider, So What_)",Winter 2021,2021,Ending Theme,Genjitsu Totsugeki Hierarchy (現実凸撃ヒエラルキー),Watashi _ Kumoko (Aoi Yuuki),https://www.youtube.com/watch?v=-eUkZXrJwsw,"So I'm a Spider, So What? [ ED2 Full]『Aoi Yuuki - Genjitsu Totsugeki Hierarchy / 現実凸撃ヒエラルキー』【Lyrics】",
1080,Kuutei Dragons (Drifting Dragons),Winter 2020,2020,Opening Theme,Gunjou (群青),You Kamiyama (神山羊),https://open.spotify.com/track/7kLi91K2tydkdrVwrK7KNd,,Downloaded
1081,Kuutei Dragons (Drifting Dragons),Winter 2020,2020,Ending Theme,Zettai Reido (絶対零度),Akai Ko-en,https://open.spotify.com/track/0aODf6xvTtCm0bxDASuLvu,,Downloaded
1082,Kuzu no Honkai (Scum's Wish),Winter 2017,2017,Opening Theme,Uso no Hibana (嘘の火花),96neko,https://open.spotify.com/track/2SrAPLLBpIzVv7y1Cng63K,,Downloaded
1083,Kuzu no Honkai (Scum's Wish),Winter 2017,2017,Ending Theme,Heikousen (平行線),Sayuri,https://open.spotify.com/track/206gqT4spFnIoGwuCpwR79,,Downloaded
1084,Kyochuu Rettou Movie (The Island of Giant Insects Movie),,1900,Ending Theme,Stellar,Haruka Toujou (東城陽奏),https://open.spotify.com/track/3HftKSgEbYUtnAIfYYr5of,,Downloaded
1085,Kyokou Suiri (In_Spectre),Winter 2020,2020,Opening Theme,Mononoke in the Fiction (モノノケ・イン・ザ・フィクション),Uso to Chameleon (嘘とカメレオン),https://open.spotify.com/track/1Anj7Elbw8hBiBGnA2Pgvx,,Downloaded
1086,Kyokou Suiri (In_Spectre),Winter 2020,2020,Ending Theme,LAST DANCE,Mamoru Miyano,https://open.spotify.com/track/1vixbHotMIpTHSeUyMwvxu,,Downloaded
1087,Kyoto Teramachi Sanjou no Holmes (Holmes of Kyoto),Summer 2018,2018,Opening Theme,"Koi ni Saku Nazo, Hara Hara to (恋に咲く謎、はらはらと)",AOP,https://open.spotify.com/track/498qpsLJl5a9ekfrisFfcf,,Downloaded
1088,Kyoto Teramachi Sanjou no Holmes (Holmes of Kyoto),Summer 2018,2018,Ending Theme,"Koi ni Saku Nazo, Hara Hara to (恋に咲く謎、はらはらと)",AOP,https://open.spotify.com/track/498qpsLJl5a9ekfrisFfcf,,Downloaded
1089,Kyoto Teramachi Sanjou no Holmes (Holmes of Kyoto),Summer 2018,2018,Ending Theme,Sasameyuki (細雪),Wagakki Band,https://open.spotify.com/track/7unQtzPgtmZXSBzg0Aj8YT,,Downloaded
1090,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Spring 2021,2021,Opening Theme,ANSWER,Mayu Maeshima,https://open.spotify.com/track/7urK9cyTl4Qx1WsRoVXzNG,,Downloaded
1091,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,Spring 2021,2021,Ending Theme,KisuIda! (キスイダ！),"Reona Kisaragi (Ayana Taketatsu), Alicia",https://open.spotify.com/track/5XOtZoQGzDCO5JrIMCjvto,,Downloaded
1092,Laidbackers,,1900,Ending Theme,Precious Piece,AI Kizuna,https://open.spotify.com/track/5oxCxgIK84AlsQfcjzI9Q8,,Downloaded
1093,Lapis Re_LiGHTs,Summer 2020,2020,Opening Theme,Watashitachi no STARTRAIL (私たちのSTARTRAIL),Lapis Re_LiGHTs Stars,https://open.spotify.com/track/0Kgg73GQYWBvjSiqAMRewF,,Downloaded
1094,Lapis Re_LiGHTs,Summer 2020,2020,Ending Theme,Planetarium (プラネタリウム),LiGHTs,https://open.spotify.com/track/5jKcunkbIgqlW3TE7N1wkW,,Downloaded
1095,Listeners,Spring 2020,2020,Opening Theme,Into the blue's,ACCAMER,https://open.spotify.com/track/3ATB5UCxOR0kUJ9PVB0QKk,,Downloaded
1096,Listeners,Spring 2020,2020,Ending Theme,Muse,μ (Rie Takahashi),https://open.spotify.com/track/79LOn2wNs9wQqPbWBa7Qdm,,Downloaded
1097,Listeners,Spring 2020,2020,Ending Theme,Borders,μ (Rie Takahashi),https://open.spotify.com/track/1DaUjMRg7pR8RctUA7a6Ff,,Downloaded
1098,Listeners,Spring 2020,2020,Ending Theme,Slip out!,μ (Rie Takahashi),https://open.spotify.com/track/2cq4hm09Dz0BIu1hijKRE2,,Downloaded
1099,Listeners,Spring 2020,2020,Ending Theme,Rainy lain,μ (Rie Takahashi),https://open.spotify.com/track/69fwUfnh1Dvy1gyFeslflL,,Downloaded
1100,Listeners,Spring 2020,2020,Ending Theme,Top of ocean,μ (Rie Takahashi),https://open.spotify.com/track/6f9Vsv9FuTJPXe2BfPnlNg,,Downloaded
1101,Listeners,Spring 2020,2020,Ending Theme,Trauma,μ (Rie Takahashi),https://open.spotify.com/track/2ttnCaaQCgPSCJE75fGKba,,Downloaded
1102,Listeners,Spring 2020,2020,Ending Theme,Dilemma,μ (Rie Takahashi),https://open.spotify.com/track/6tsAUsbWRzVnVTNurcjufu,,Downloaded
1103,Listeners,Spring 2020,2020,Ending Theme,Fairy tale,μ (Rie Takahashi),https://open.spotify.com/track/6xk8ctMrPMNDS9LrtgRZBp,,Downloaded
1104,Listeners,Spring 2020,2020,Ending Theme,Slumber,μ (Rie Takahashi),https://open.spotify.com/track/4hZ3FoH7k94qjHOkF7QdBp,,Downloaded
1105,Listeners,Spring 2020,2020,Ending Theme,Love song,μ (Rie Takahashi),https://open.spotify.com/track/7bUEdiZIjIZBGxf30HZz7G,,Downloaded
1106,Listeners,Spring 2020,2020,Ending Theme,Listeners,μ (Rie Takahashi),https://open.spotify.com/track/6KzM1pk8Mv8aWDffUuW10A,,Downloaded
1107,Listeners,Spring 2020,2020,Ending Theme,Into the blue's (modern ver_),μ (Rie Takahashi),https://open.spotify.com/track/64vrOhILSpc3XQ1Oc7qciY,,Downloaded
1108,Little Witch Academia (TV) (Little Witch Academia),Winter 2017,2017,Opening Theme,Shiny Ray,YURiKA,https://open.spotify.com/track/5z6arQaEihjB69ElhYKulU,,Downloaded
1109,Little Witch Academia (TV) (Little Witch Academia),Winter 2017,2017,Opening Theme,MIND CONDUCTOR,YURiKA,https://open.spotify.com/track/1qI7X3Mbo0OuDLPaYZj1pw,,Downloaded
1110,Little Witch Academia (TV) (Little Witch Academia),Winter 2017,2017,Ending Theme,Shiny Ray,YURiKA,https://open.spotify.com/track/5z6arQaEihjB69ElhYKulU,,Downloaded
1111,Little Witch Academia (TV) (Little Witch Academia),Winter 2017,2017,Ending Theme,Hoshi wo Todoreba (星を辿れば),Yuiko Ohara (大原ゆい子),https://open.spotify.com/track/5q00kFhN2ep2v0nzl9C4IA,,Downloaded
1112,Little Witch Academia (TV) (Little Witch Academia),Winter 2017,2017,Ending Theme,Toumei na Tsubasa (透明な翼),Yuiko Ohara (大原ゆい子),https://open.spotify.com/track/0xNkK7RP39Ug8zDoRkgIHY,,Downloaded
1113,Little Witch Academia_ Mahoujikake no Parade,,1900,Ending Theme,Magic Parade,Yuiko Oohara,https://www.youtube.com/watch?v=G0V32kAB2mk,[Official Instrumental] Magic Parade - Ohara Yuiko,
1114,Log Horizon,Fall 2013,2013,Opening Theme,database feat_ TAKUMA (10 Feet),MAN WITH A MISSION,https://open.spotify.com/track/3QeOoGlEnOfsgghQvsLenS,,Downloaded
1115,Log Horizon,Fall 2013,2013,Ending Theme,Your song_,Yun_chi,https://open.spotify.com/track/3YPPelaM2DEJS2Hy14YUKO,,Downloaded
1116,Log Horizon 2nd Season (Log Horizon 2),Fall 2014,2014,Opening Theme,database feat_ TAKUMA (10 Feet),MAN WITH A MISSION,https://open.spotify.com/track/3QeOoGlEnOfsgghQvsLenS,,Downloaded
1117,Log Horizon 2nd Season (Log Horizon 2),Fall 2014,2014,Ending Theme,Wonderful Wonder World,Yun_chi,https://open.spotify.com/track/27Q8j53DEg2nU5x2O8fwmW,,Downloaded
1118,Log Horizon_ Entaku Houkai,Winter 2021,2021,Opening Theme,Different,BAND-MAID,https://open.spotify.com/track/23taGXZI9sFYIxdBrqeVaz,,Downloaded
1119,Log Horizon_ Entaku Houkai,Winter 2021,2021,Ending Theme,Blue Horizon (ブルー・ホライズン),Miyu Ooshiro (大城美友),https://open.spotify.com/track/7IHVkU2110Qa2l48F8m15E,,Downloaded
1120,Machikado Mazoku (The Demon Girl Next Door),Summer 2019,2019,Opening Theme,Machikado Tangent (町かどタンジェント),shami mono [Yuuko Yoshida (Konomi Kohara) and Momo Chiyoda (Akari Kito)],https://open.spotify.com/track/24lSEGeRzBo0OiLEkp2pt1,,Downloaded
1121,Machikado Mazoku (The Demon Girl Next Door),Summer 2019,2019,Ending Theme,Yoimachi Cantare (よいまちカンターレ),"Coro Machikado (コーロまちカド) [Yuuko Yoshida (Konomi Kohara), Momo Chiyoda (Akari Kito), Lilith (Minami Takahashi), Mikan Hinatsuki (Tomoyo Takayanagi)]",https://open.spotify.com/track/6LituCO6ZqKZZB9Fbz0ll8,,Downloaded
1122,Made in Abyss,Summer 2017,2017,Opening Theme,Deep in Abyss,Riko (Miyu Tomita) and Regu (Mariya Ise),https://open.spotify.com/track/01HcvUGKvU9Czl4z3A4sQI,,Downloaded
1123,Made in Abyss,Summer 2017,2017,Ending Theme,Deep in Abyss,Riko (Miyu Tomita) and Regu (Mariya Ise),https://open.spotify.com/track/01HcvUGKvU9Czl4z3A4sQI,,Downloaded
1124,Made in Abyss,Summer 2017,2017,Ending Theme,"Tabi no Hidarite, Saihate no Migite (旅の左手、最果ての右手)",Riko (Miyu Tomita) and Regu (Mariya Ise),https://www.youtube.com/watch?v=ikaXkw6JC_s,"Ending Made in Abyss ""Tabi no Hidarite  Saihate no Migite” ~ Full Song~",
1125,Made in Abyss,Summer 2017,2017,Ending Theme,"Tabi no Hidarite, Saihate no Migite (旅の左手、最果ての右手)","Riko (Miyu Tomita), Regu (Mariya Ise), and Nanachi (Shiori Izawa)",https://www.youtube.com/watch?v=h_zjCfNyTSg,Made in Abyss ED - Nanachi version,
1126,Maesetsu! (Maesetsu! Opening Act),Fall 2020,2020,Opening Theme,Sign (サイン),"Fubuki Kitakaze (Aguri Oonishi), Mafuyu Kogarashi (Naomi Oozora), Rin Araya (Hirome Igarashi), Nayuta Asougi (Sakura Nakamura)",https://open.spotify.com/track/2pKYz3gOYIx2YDUH9CN6jn,,Downloaded
1127,Maesetsu! (Maesetsu! Opening Act),Fall 2020,2020,Opening Theme,Pipipi Happy (ピッピッピハッピー),"Fubuki Kitakaze (Aguri Oonishi), Mafuyu Kogarashi (Naomi Oozora), Rin Araya (Hirome Igarashi), Nayuta Asougi (Sakura Nakamura)",https://open.spotify.com/track/0XmeNhcIZaUOlIsEBWtDec,,Downloaded
1128,Maesetsu! (Maesetsu! Opening Act),Fall 2020,2020,Ending Theme,Ikagawashii Viking (いかがわしいバイキング),"Fubuki Kitakaze (Aguri Oonishi), Mafuyu Kogarashi (Naomi Oozora), Rin Araya (Hirome Igarashi), Nayuta Asougi (Sakura Nakamura)",https://open.spotify.com/track/6bM8z5ZCGxemIOjFXWPJCH,,Downloaded
1129,Magatsu Wahrheit_ Zuerst (MAGATSU WAHRHEIT),Fall 2020,2020,Opening Theme,Kimi wo Sukueru nara Boku wa Nani ni demo Naru (君を救えるなら僕は何にでもなる),Maon Kurosaki,https://open.spotify.com/track/0YqCJMmlkBOpvqoKK8pGaj,,Downloaded
1130,Magatsu Wahrheit_ Zuerst (MAGATSU WAHRHEIT),Fall 2020,2020,Ending Theme,disclose,H-el-ical__,https://open.spotify.com/track/6jNByxICYOU71ppI8hL6HU,,Downloaded
1131,Mahoutsukai no Yome (The Ancient Magus' Bride),Fall 2017,2017,Opening Theme,Here,JUNNA,https://open.spotify.com/track/1calxl7TPBgr0E11lI9uD8,,Downloaded
1132,Mahoutsukai no Yome (The Ancient Magus' Bride),Fall 2017,2017,Opening Theme,You,May'n,https://open.spotify.com/track/3a8y17vNRBGSYbq3QI06Jl,,Downloaded
1133,Mahoutsukai no Yome (The Ancient Magus' Bride),Fall 2017,2017,Ending Theme,Wa -cycle- (環-cycle-),Hana Itoki (糸奇はな),https://open.spotify.com/track/5xW5oJXwQTdfhvngvKpGN3,,Downloaded
1134,Mahoutsukai no Yome (The Ancient Magus' Bride),Fall 2017,2017,Ending Theme,Tsuki no mou Hanbun (月のもう半分),AIKI & AKINO from bless4,https://open.spotify.com/track/7LSmokWqCYy3AkEBIuqvA4,,Downloaded
1135,Mahoutsukai no Yome (The Ancient Magus' Bride),Fall 2017,2017,Ending Theme,The Legend of _The Ancient Magus Bride,Jessica,https://open.spotify.com/track/68wkxU4KAqzNP5G1OSPvp5,,Downloaded
1136,Mairimashita! Iruma-kun (Welcome to Demon School! Iruma-kun),Fall 2019,2019,Opening Theme,Magical Babyrinth,DA PUMP,https://open.spotify.com/track/0TzZMUXzmY5lIbuX0Htl5E,,Downloaded
1137,Mairimashita! Iruma-kun (Welcome to Demon School! Iruma-kun),Fall 2019,2019,Ending Theme,Devi-Cue (デビきゅー),Yuu Serizawa,https://open.spotify.com/track/6J3gSl9trhgr55W9wpNHRK,,Downloaded
1138,Mairimashita! Iruma-kun 2nd Season,Spring 2021,2021,Opening Theme,No! No! Satisfaction!,DA PUMP,https://open.spotify.com/track/3St2tKfdNfS7womAAb89KR,,Downloaded
1139,Mairimashita! Iruma-kun 2nd Season,Spring 2021,2021,Ending Theme,Kokoro Showtime (ココロショータイム),Amatsuki,https://open.spotify.com/track/3sLv2VOXsJnGj0cfxUvgsZ,,Downloaded
1140,Mairimashita! Iruma-kun 3rd Season,Fall 2022,2022,Opening Theme,Girigiri Ride it out (ギリギリ Ride it out),FANTASTICS from EXILE TRIBE,https://www.youtube.com/watch?v=79OFoRsI4gw,ギリギリRide it out,
1141,Mairimashita! Iruma-kun 3rd Season,Fall 2022,2022,Ending Theme,Nabebugyou (鍋奉行),WEDNESDAY CAMPANELLA (水曜日のカンパネラ),https://www.youtube.com/watch?v=GkFqe3tZVpg,Hot Pot Commander,
1142,Majo no Tabitabi (Wandering Witch_ The Journey of Elaina),Fall 2020,2020,Opening Theme,Literature (リテラチュア),Reina Ueda ,https://open.spotify.com/track/1Oc8AYDtd0Hcpz8Ijl4JaT,,Downloaded
1143,Majo no Tabitabi (Wandering Witch_ The Journey of Elaina),Fall 2020,2020,Ending Theme,Haiiro no Saga (灰色のサーガ),ChouCho,https://open.spotify.com/track/2prKFbvl9cvM2IKDB1twOi,,Downloaded
1144,Majutsushi Orphen Hagure Tabi (Sorcerous Stabber Orphen),Winter 2020,2020,Opening Theme,Calling U,buzz★Vibes,https://open.spotify.com/track/3WhevwE1bjZJYjY5PaB3H4,,Downloaded
1145,Majutsushi Orphen Hagure Tabi (Sorcerous Stabber Orphen),Winter 2020,2020,Ending Theme,Yosoku Funou Days (予測不能Days),Mai Fuchigami,https://open.spotify.com/track/7b0PLo2P8Y6hbi2eFhnYvC,,Downloaded
1146,Majutsushi Orphen Hagure Tabi_ Kimluck-hen,Winter 2021,2021,Opening Theme,LIGHT of JUSTICE,Shoutarou Morikubo,https://open.spotify.com/track/0iFVXyY1PDoCBnkbjreUu0,,Downloaded
1147,Majutsushi Orphen Hagure Tabi_ Kimluck-hen,Winter 2021,2021,Ending Theme,Marionette Coup d'etat (操り人形クーデター),Mai Fuchigami,https://open.spotify.com/track/7xipEhDnE8HxCvDyeJAzqc,,Downloaded
1148,"Maou Gakuin no Futekigousha_ Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Summer 2020,2020,Opening Theme,Seikai Fuseikai (正解不正解),CIVILIAN,https://open.spotify.com/track/4M6vTKJnukc9CnHwj3czMO,,Downloaded
1149,"Maou Gakuin no Futekigousha_ Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Summer 2020,2020,Opening Theme,Seikai Fuseikai feat_ Anos Voldigoad (正解不正解 feat_アノス・ヴォルディゴード),Anos Voldigoad (Tatsuhisa Suzuki),https://www.youtube.com/watch?v=tEpZX-No718,Maou Gakuin no Futekigousha OP Full /『Anos Voldigoad - Seikai Fuseikai』/【AMV Lyrics】,
1150,"Maou Gakuin no Futekigousha_ Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Summer 2020,2020,Ending Theme,Seikai Fuseikai (正解不正解),CIVILIAN,https://open.spotify.com/track/4M6vTKJnukc9CnHwj3czMO,,Downloaded
1151,"Maou Gakuin no Futekigousha_ Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Summer 2020,2020,Ending Theme,Hamidashimono (ハミダシモノ),Tomori Kusunoki,https://open.spotify.com/track/7zmcWkQvzc9bYzOUx29aI1,,Downloaded
1152,Maou-jou de Oyasumi (Sleepy Princess in the Demon Castle),Fall 2020,2020,Opening Theme,Kaimin! Anmin! Suya Rhyst Seikatsu (快眠！安眠！スヤリスト生活),Aurora Suya Rhys Kaymin (Inori Minase),https://open.spotify.com/track/0hZJIn2A29bMjRM8ug9Pzg,,Downloaded
1153,Maou-jou de Oyasumi (Sleepy Princess in the Demon Castle),Fall 2020,2020,Ending Theme,Gimmme!,ORESAMA,https://open.spotify.com/track/5dAetl9u3Po8GLq4cJ2gbh,,Downloaded
1154,"Maou-sama, Retry! (Demon Lord, Retry!)",Summer 2019,2019,Opening Theme,TEMPEST,Kaori Ishihara,https://open.spotify.com/track/1FKHJSvYGinwivC3yjNBGG,,Downloaded
1155,"Maou-sama, Retry! (Demon Lord, Retry!)",Summer 2019,2019,Ending Theme,NEW,Haruka Toujou,https://open.spotify.com/track/6DQVbrOXONR0shPfUYKsqG,,Downloaded
1156,Mars Red,Spring 2021,2021,Opening Theme,Seimei no Aria (生命のアリア),Wagakki Band,https://open.spotify.com/track/1VpAIyjOkxbBx5ayihSF5S,,Downloaded
1157,Mars Red,Spring 2021,2021,Ending Theme,ON MY OWN,HYDE,https://open.spotify.com/track/1N2ZxgdhhwXEW6uUHL2jG8,,Downloaded
1158,Masamune-kun no Revenge (Masamune-kun's Revenge),Winter 2017,2017,Opening Theme,Wagamama MIRROR HEART (ワガママMIRROR HEART),Ayaka Ohashi,https://open.spotify.com/track/5CyHyrAW1RPip3ruorIWyo,,Downloaded
1159,Masamune-kun no Revenge (Masamune-kun's Revenge),Winter 2017,2017,Ending Theme,Elemental World,ChouCho,https://open.spotify.com/track/4xVJEImJhru3L95B9QVEDJ,,Downloaded
1160,Masamune-kun no Revenge (Masamune-kun's Revenge),Winter 2017,2017,Ending Theme,Manazashi Silent,Aki Adagaki (Ayaka Ohashi) & Neko Fujinomiya (Suzuko Mimori),https://www.youtube.com/watch?v=UVZAo5gjBIE,Ayaka Ohashi & Suzuko Mimori - Manazashi Silent (Masamune-kun no Revenge Ending Song) (2017),
1161,"Masamune-kun no Revenge_ Uchi no Mama ni Kagitte_Tsunade Shima, Futatabi._12-Ji o Sugita Shinderera",,1900,Opening Theme,Wagamama MIRROR HEART (ワガママMIRROR HEART),Ayaka Ohashi,https://open.spotify.com/track/5CyHyrAW1RPip3ruorIWyo,,Downloaded
1162,"Masamune-kun no Revenge_ Uchi no Mama ni Kagitte_Tsunade Shima, Futatabi._12-Ji o Sugita Shinderera",,1900,Ending Theme,Elemental World,ChouCho,https://open.spotify.com/track/4xVJEImJhru3L95B9QVEDJ,,Downloaded
1163,Mashiro no Oto (Those Snow White Notes),Spring 2021,2021,Opening Theme,BLIZZARD,BURNOUT SYNDROMES,https://open.spotify.com/track/1ttNpiMd8WDfXAjITCfDZD,,Downloaded
1164,Mashiro no Oto (Those Snow White Notes),Spring 2021,2021,Opening Theme,Ginsekai (銀世界),BURNOUT SYNDROMES,https://open.spotify.com/track/2a2XhwZe8tBtQEByDmHP5E,,Downloaded
1165,Mashiro no Oto (Those Snow White Notes),Spring 2021,2021,Ending Theme,Kono Yume ga Sameru made feat_ Yoshida Brothers (この夢が醒めるまで feat_吉田兄弟),Miliyah Katou,https://open.spotify.com/track/5LOES7irfOMef7hLGISykv,,Downloaded
1166,Mayo Chiki!,Summer 2011,2011,Opening Theme,Be Starters!,Eri Kitamura,https://open.spotify.com/track/4c3HMUMIzRp5MGfw0n33UN,,Downloaded
1167,Mayo Chiki!,Summer 2011,2011,Ending Theme,Kimi ni Gohoushi (君にご奉仕),"Yuka Iguchi, Mariya Ise and Eri Kitamura",https://www.youtube.com/watch?v=82s4VGa2-0g,Nightcore - Kimi ni Gohoushi,
1168,Mayonaka no Occult Koumuin (Midnight Occult Civil Servants),Spring 2019,2019,Opening Theme,dis-communicate,Jun Fukuyama,https://open.spotify.com/track/0l9xa8dNcig3TqIobKl2dK,,Downloaded
1169,Mayonaka no Occult Koumuin (Midnight Occult Civil Servants),Spring 2019,2019,Ending Theme,Yakusoku no Overture (約束のOverture),Shunichi Toki,https://open.spotify.com/track/1hbmIUh9QMrs9OfshOy4lo,,Downloaded
1170,Mayonaka no Occult Koumuin OVA (Midnight Occult Civil Servants OVA),,1900,Opening Theme,dis-communicate,Jun Fukuyama,https://open.spotify.com/track/0l9xa8dNcig3TqIobKl2dK,,Downloaded
1171,Mayonaka no Occult Koumuin OVA (Midnight Occult Civil Servants OVA),,1900,Ending Theme,Yakusoku no Overture (約束のOverture),Shunichi Toki,https://open.spotify.com/track/1hbmIUh9QMrs9OfshOy4lo,,Downloaded
1172,Mayonaka no Occult Koumuin_ Fukurokouji to Ano Ko to Ore to,,1900,Opening Theme,dis-communicate,Jun Fukuyama,https://open.spotify.com/track/6G0ezswth9mIXCjJ7bV5lI,,Downloaded
1173,Mayonaka no Occult Koumuin_ Fukurokouji to Ano Ko to Ore to,,1900,Ending Theme,Yakusoku no Overture (約束のOverture),Shunichi Toki,https://open.spotify.com/track/1hbmIUh9QMrs9OfshOy4lo,,Downloaded
1174,Märchen Mädchen (Maerchen Maedchen),Winter 2018,2018,Opening Theme,Watashi no Tame no Monogatari ~My Uncompleted Story~ (わたしのための物語 ～My Uncompleted Story～),fhána,https://open.spotify.com/track/5L9UkObnbyH0gy6yKQ9E45,,Downloaded
1175,Märchen Mädchen (Maerchen Maedchen),Winter 2018,2018,Ending Theme,sleepland,Reina Ueda,https://open.spotify.com/track/7LWXt6i5Yvit2xxd7Dr64w,,Downloaded
1176,Märchen Mädchen Specials (Maerchen Maedchen),,1900,Opening Theme,Watashi no Tame no Monogatari ~My Uncompleted Story~ (わたしのための物語 ～My Uncompleted Story～),fhána,https://open.spotify.com/track/5L9UkObnbyH0gy6yKQ9E45,,Downloaded
1177,Märchen Mädchen Specials (Maerchen Maedchen),,1900,Ending Theme,sleepland,Reina Ueda,https://open.spotify.com/track/7LWXt6i5Yvit2xxd7Dr64w,,Downloaded
1178,Megami-ryou no Ryoubo-kun. (Mother of the Goddess' Dormitory),Summer 2021,2021,Opening Theme,Naughty Love,"Atena Saotome (Ashu Nekota), Mineru Wachi (Nairu), Kiriya Senshou (Kururu Kurasaka), Frey (Freya), Serene Hozumi (Yuki Yomichi)",https://open.spotify.com/track/2vYigKNziJiYI0mGFJXxQT,,Downloaded
1179,Megami-ryou no Ryoubo-kun. (Mother of the Goddess' Dormitory),Summer 2021,2021,Ending Theme,Zettai! Kimi Sengen ♡ (ゼッタイ！キミ宣言♡),"Atena Saotome (Ashu Nekota), Mineru Wachi (Nairu), Kiriya Senshou (Kururu Kurasaka), Frey (Freya), Serene Hozumi (Yuki Yomichi), Sutea Kouroya (Akira Itsuki)",https://open.spotify.com/track/5gszjh571HfTM2o2aJtVkO,,Downloaded
1180,Megami-ryou no Ryoubo-kun. (Mother of the Goddess' Dormitory),Summer 2021,2021,Ending Theme,Naughty Love,"Atena Saotome (CV_ Ashu Nekota), Mineru Wachi (CV_ Nairu), Kiriya Senshou (CV_ Kururu Kurasaka), Frey (CV_ Freya), Serene Hozumi (CV_ Yuki Yomichi)",https://www.youtube.com/watch?v=_rtCLBzWor4,"Megami-ryou no Ryoubo-kun. OP Full【Naughty Love】by Ashu Nekota, Nairu, Kurasaka, Freya, Yuki Yomichi",
1181,Mekyuu Black Company (The Dungeon of Black Company),Summer 2021,2021,Opening Theme,Shimi (染み),HOWL BE QUIET,https://open.spotify.com/track/5Z9tM5t9mCQJQD77XX3IxY,,Downloaded
1182,Mekyuu Black Company (The Dungeon of Black Company),Summer 2021,2021,Ending Theme,World is Mine (ワールドイズマイン),Humbreaders (ハンブレッダーズ),https://open.spotify.com/track/7LSLUQmNThtzFGGl5dcJkv,,Downloaded
1183,Mekakucity Actors,Spring 2014,2014,Opening Theme,daze,Jin ft_ MARiA from GARNiDELiA,https://open.spotify.com/track/1J8P5gi2rwToqVyBZyCuOr,,Downloaded
1184,Mekakucity Actors,Spring 2014,2014,Opening Theme,Headphone Actor (ヘッドフォンアクター),Jin ft_ LiSA,https://open.spotify.com/track/56VTCRO6gYrpICBibMKr7R,,Downloaded
1185,Mekakucity Actors,Spring 2014,2014,Opening Theme,Ayano no Koufuku Riron (アヤノの幸福理論),Jin ft_ Aki Okui,https://open.spotify.com/track/4jcyxykbZGgu72DY7zl2vu,,Downloaded
