,anime,season,year,category,songname,artist,link,extra,status
1186,Mekakucity Actors,Spring 2014,2014,Ending Theme,daze,Jin ft_ MARiA from GARNiDELiA,https://open.spotify.com/track/1J8P5gi2rwToqVyBZyCuOr,,Downloaded
1187,Mekakucity Actors,Spring 2014,2014,Ending Theme,daze,Jin ft_ Lia,https://open.spotify.com/track/2clXNIYMyjFD1jHIbAyklh,,Downloaded
1188,Mekakucity Actors,Spring 2014,2014,Ending Theme,Yuukei Yesterday (夕景イエスタデイ),Jin ft_ LiSA,https://open.spotify.com/track/23fiEpw0tVpRdu7z5zyvoc,,Downloaded
1189,Mekakucity Actors,Spring 2014,2014,Ending Theme,Lost Time Memory (ロスタイムメモリー),Jin ft_ Matsuyama Kouta from BYEE the ROUND,https://open.spotify.com/track/3bwFNBHddnCEKByt1B2BLb,,Downloaded
1190,Mekakucity Actors,Spring 2014,2014,Ending Theme,Summertime Record (サマータイムレコード),Jin,https://open.spotify.com/track/2c2sTMuDt9HGswIZQ8KuJ1,,Downloaded
1191,Merc Storia_ Mukiryoku no Shounen to Bin no Naka no Shoujo,Fall 2018,2018,Opening Theme,Origin (オリジン),Mili,https://www.youtube.com/watch?v=S1mOq2YlgrA,Mili - Origin Full MV ซับไทย,
1192,Merc Storia_ Mukiryoku no Shounen to Bin no Naka no Shoujo,Fall 2018,2018,Ending Theme,Bottleship,Inori Minase,https://www.youtube.com/watch?v=BR_RfobNc-g,メルク(水瀬いのり) - Bottleship full ver. / piano cover ピアノカバー by narumi メルクストーリアED Mercstoria 【楽譜 Sheet】,
1193,Midara na Ao-chan wa Benkyou ga Dekinai (Ao-chan Can't Study!),Spring 2019,2019,Opening Theme,WONDERFUL WONDER,EDOGA-SULLIVAN (エドガー・サリヴァン),https://open.spotify.com/track/7sOAnQaV1bOORiuUhknM4v,,Downloaded
1194,Midara na Ao-chan wa Benkyou ga Dekinai (Ao-chan Can't Study!),Spring 2019,2019,Ending Theme,Koi wa Miracle (恋はミラクル),Spira Spica (スピラ・スピカ),https://open.spotify.com/track/2qiIgpj0riWAZJGlIo5ruK,,Downloaded
1195,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Opening Theme,Kyouki Chinden (狂気沈殿),Yousei Teikoku,https://open.spotify.com/track/6HGhtwCOBcU3YJLXkAjwmN,,Downloaded
1196,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Opening Theme,Kuusou Mesorogiwi (空想メソロギヰ),Yousei Teikoku,https://open.spotify.com/track/47IJAEuqiu4r1dEoEExfMA,,Downloaded
1197,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Opening Theme,Dead END,Faylan,https://www.youtube.com/watch?v=js0I1r8ARhs,[Official Video] Faylan - Dead END - 飛蘭,
1198,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Ending Theme,Happy End,Faylan,https://www.youtube.com/watch?v=RJzjBMtO3Ds,FAYLAN - happy end,
1199,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Ending Theme,Blood Teller,Faylan,https://www.youtube.com/watch?v=nAgy2U7US0I,[Official Video] Faylan - Blood teller - 飛蘭,
1200,Mirai Nikki (TV) (The Future Diary),Fall 2011,2011,Ending Theme,filament,Yousei Teikoku,https://open.spotify.com/track/6ulhkcCQADgLCusMVlApCh,,Downloaded
1201,Mirai no Mirai (Mirai),,1900,Opening Theme,Mirai no Theme (ミライのテーマ),Tatsurou Yamashita,https://www.youtube.com/watch?v=QN83Lpi15Mw,Mirai no Mirai (OST),
1202,Mirai no Mirai (Mirai),,1900,Ending Theme,Uta no Kisha (うたのきしゃ),Tatsurou Yamashita,https://www.youtube.com/watch?v=-fkPfGNs7VQ,うたのきしゃ - 山下達郎,
1203,Miru Tights,,1900,Ending Theme,True Days (Ren ver_) (True Days (レンver_)),Ren Aikawa (Haruka Tomatsu),https://open.spotify.com/track/5chj5yV5A5SH7GlcRM63bj,,Downloaded
1204,Miru Tights,,1900,Ending Theme,True Days (Yua ver_) (True Days (ユアver_),Yua Akabeni (Yoko Hikasa),https://open.spotify.com/track/1CfuMyHbXcKaYgPm1AltvQ,,Downloaded
1205,Miru Tights,,1900,Ending Theme,True Days (Homi ver_) (True Days (ホミver_)),Homi Moegi (Aya Suzaki),https://open.spotify.com/track/272Rvms8GzLtriKjkBkmoe,,Downloaded
1206,Miru Tights,,1900,Ending Theme,True Days ,"Ren Aikawa (Haruka Tomatsu), Yua Akabeni (Yoko Hikasa), Homi Moegi (Aya Suzaki)",https://open.spotify.com/track/2SZrlxtq7iv6FXgPk4q4HV,,Downloaded
1207,Mob Psycho 100,Summer 2016,2016,Opening Theme,99,MOB CHOIR,https://open.spotify.com/track/2mTKeMOQ6x3HhnWTriWijA,,Downloaded
1208,Mob Psycho 100,Summer 2016,2016,Ending Theme,Refrain Boy (リフレインボーイ),ALL OFF,https://open.spotify.com/track/6ibkDJqBBEkd2gtOt7otx1,,Downloaded
1209,Mob Psycho 100,Summer 2016,2016,Ending Theme,Refrain Boy -English ver_- (リフレインボーイ -English ver_-),ALL OFF,https://open.spotify.com/track/5Kcnlh2mr6bZCQIBZ9jev0,,Downloaded
1210,Mob Psycho 100,Summer 2016,2016,Ending Theme,Refrain Boy -TEKINA remix- (リフレインボーイ -TEKINA remix-),ALL OFF,https://open.spotify.com/track/6vHoxHYhZMTJ7Y68Qmkqbf,,Downloaded
1211,Mob Psycho 100 II,Winter 2019,2019,Opening Theme,99_9,MOB CHOIR feat_ sajou no hana,https://open.spotify.com/track/7aGS6XGNwWYV6SNySSAKEn,,Downloaded
1212,Mob Psycho 100 II,Winter 2019,2019,Ending Theme,Gray (グレイ),sajou no hana,https://open.spotify.com/track/23R8fLFfyxhpPg64osstsu,,Downloaded
1213,Mob Psycho 100 II,Winter 2019,2019,Ending Theme,Memosepia (メモセピア),sajou no hana,https://open.spotify.com/track/2BM2k7oEGcGoD4yBeRworb,,Downloaded
1214,Mob Psycho 100 II,Winter 2019,2019,Ending Theme,Mabuta no Ura (目蓋の裏),sajou no hana,https://open.spotify.com/track/7D3Y7c8WwS7LzaXST0Wgpt,,Downloaded
1215,Mob Psycho 100 II,Winter 2019,2019,Ending Theme,Ikiru Hitobito (いきるひとびと),sajou no hana,https://open.spotify.com/track/69Xcy8i2S0DUjzE6ry2Nb6,,Downloaded
1216,Mob Psycho 100 III,Fall 2022,2022,Opening Theme,1,MOB CHOIR,https://www.youtube.com/watch?v=PB4VaN_qV3Q,1,
1217,Mob Psycho 100 III,Fall 2022,2022,Ending Theme,Cobalt (コバルト),MOB CHOIR,https://www.youtube.com/watch?v=NWwDm5AUFFw,コバルト,
1218,Mob Psycho 100 III,Fall 2022,2022,Ending Theme,Exist,MOB CHOIR,https://www.youtube.com/watch?v=UvnI1Sk5w2w,Exist,
1219,Mob Psycho 100_ Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,,1900,Ending Theme,Ikiru Hitobito (いきるひとびと),sajou no hana,https://open.spotify.com/track/69Xcy8i2S0DUjzE6ry2Nb6,,Downloaded
1220,Mononoke Hime (Princess Mononoke),,1900,Opening Theme,Ashitaka Sekki (アシタカせっき; The Legend of Ashitaka),Joe Hisaishi,https://open.spotify.com/track/3QQcmb87X6e10gdEXDx1ep,,Downloaded
1221,Mononoke Hime (Princess Mononoke),,1900,Ending Theme,Mononoke Hime,Joe Hisaishi,https://open.spotify.com/track/2i4cFd5DSJUTV7CCCR9dMx,,Downloaded
1222,Monster Musume no Oishasan (Monster Girl Doctor),Summer 2020,2020,Opening Theme,Campanella Hibiku Sora de (カンパネラ響く空で),ARCANA PROJECT,https://open.spotify.com/track/1wEV3pwzVxNnY470mLcu4d,,Downloaded
1223,Monster Musume no Oishasan (Monster Girl Doctor),Summer 2020,2020,Ending Theme,Yasashisa no Namae (やさしさの名前),Aina Suzuki,https://open.spotify.com/track/7aoyhbrOlU2SNGr59gZW49,,Downloaded
1224,Motto To LOVE-Ru (Motto To LOVE Ru),Fall 2010,2010,Opening Theme,Loop-the-Loop,KOTOKO,https://open.spotify.com/track/17hIIei4sCrQiWWtzQtKOw,,Downloaded
1225,Motto To LOVE-Ru (Motto To LOVE Ru),Fall 2010,2010,Ending Theme,Baby Baby Love,Haruka Tomatsu,https://open.spotify.com/track/3pN77H0thRnJeTt0pE2vXd,,Downloaded
1226,Mugen no Juunin_ Immortal (Blade of the Immortal),,1900,Opening Theme,SURVIVE OF VISION,Kiyoharu,https://open.spotify.com/track/4uONfe8wZawR6sJyHbFaOO,,Downloaded
1227,Mugen no Juunin_ Immortal (Blade of the Immortal),,1900,Opening Theme,Mugen no Juunin Butouhen (無限の住人 武闘編),Ningen Isu [TV Rebroadcast  eps 13-23],https://www.youtube.com/watch?v=tcNKaRBI08A,Mugen no Juunin: Immortal Opening 2 Full [Mugen no Juunin Butouhen - Ningen Isu],
1228,Muhyo to Rouji no Mahouritsu Soudan Jimusho,Summer 2018,2018,Opening Theme,Gifted,SCREEN mode,https://open.spotify.com/track/4jPEfCnaIaVeQCh6gx7LFu,,Downloaded
1229,Muhyo to Rouji no Mahouritsu Soudan Jimusho,Summer 2018,2018,Ending Theme,Hotohashiru (ホトハシル),ORESAMA,https://open.spotify.com/track/44xQiaN7X9vGyiK6ioYsHu,,Downloaded
1230,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Summer 2020,2020,Opening Theme,Inochi no Akashi (イノチノアカシ),ZAQ,https://open.spotify.com/track/5tH8rVHj4EhBgDAzpDMKKO,,Downloaded
1231,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Summer 2020,2020,Ending Theme,Proud Days,NOW ON AIR,https://open.spotify.com/track/3dW0PdGDtRe9KCyWoW18yc,,Downloaded
1232,Munou na Nana (Talentless Nana),Fall 2020,2020,Opening Theme,Broken Sky,Miyu Tomita,https://open.spotify.com/track/5GPXRIMCYdQkghzBxFgPqA,,Downloaded
1233,Munou na Nana (Talentless Nana),Fall 2020,2020,Ending Theme,Bakemono to Yobarete (バケモノと呼ばれて),Chiai Fujikawa,https://open.spotify.com/track/4HKa3rbUMPQvEXFknNBgC0,,Downloaded
1234,Murenase! Seton Gakuen (Seton Academy_ Join the Pack!),Winter 2020,2020,Opening Theme,Gakuen Soukan Zoo (学園壮観Zoo),Ryouri-bu,https://open.spotify.com/track/2AhEZOIJ7eQ56bMGYx985O,,Downloaded
1235,Murenase! Seton Gakuen (Seton Academy_ Join the Pack!),Winter 2020,2020,Ending Theme,Ookami Blues (オオカミブルース),Ranka Ookami (Hina Kino),https://open.spotify.com/track/1F4eEhc9cvklwCLwQJoJGp,,Downloaded
1236,Murenase! Seton Gakuen Special,,1900,Ending Theme,Ookami Blues (オオカミブルース),Ranka Ookami (Hina Kino),https://www.youtube.com/watch?v=58yu-y6j5qg,Murenase! Seton Gakuen ED/Ending Full - Ookami Blues by Ranka(CV:Hina Kino),
1237,Mushikaburi-hime (Bibliophile Princess),Fall 2022,2022,Opening Theme,Prologue,Yuka Iguchi,https://www.youtube.com/watch?v=qfFGtj_CeXw,Mushikaburi-hime Opening Full『Prologue 』by Yuka Iguchi,
1238,Mushikaburi-hime (Bibliophile Princess),Fall 2022,2022,Ending Theme,Kawa Byoushi (革表紙),Kashitarou Itou,https://www.youtube.com/watch?v=ClHuJTV47Dk,【ED】TVアニメ『虫かぶり姫』ノンクレジットエンディング「革表紙」(伊東歌詞太郎),
1239,Mushoku Tensei_ Isekai Ittara Honki Dasu,Winter 2021,2021,Opening Theme,Tabibito no Uta (旅人の唄),Yuiko Oohara,https://open.spotify.com/track/4PV6kMVIn85ao77AQzjcDO,,Downloaded
1240,Mushoku Tensei_ Isekai Ittara Honki Dasu,Winter 2021,2021,Opening Theme,Mezame no uta (目覚めの唄),Yuiko Oohara,https://open.spotify.com/track/2loRIjWRFlYZQ8chj6ho8O,,Downloaded
1241,Mushoku Tensei_ Isekai Ittara Honki Dasu,Winter 2021,2021,Ending Theme,Only (オンリー),Yuiko Oohara,https://open.spotify.com/track/4hJmc8djXkDik2wEKrfe6R,,Downloaded
1242,Nakanohito Genome [Jikkyouchuu] (The Ones Within),Summer 2019,2019,Opening Theme,not GAME,Tasuku Hatanaka (畠中祐),https://open.spotify.com/track/2qiSlliehs5VU9feMwMTPz,,Downloaded
1243,Nakanohito Genome [Jikkyouchuu] (The Ones Within),Summer 2019,2019,Ending Theme,Boku wo Mitsukete (僕を見つけて),fhána,https://open.spotify.com/track/0PXeQyNzKmM4IG0DLQvDxv,,Downloaded
1244,Nakanohito Genome [Jikkyouchuu]_ Knots of Memories,,1900,Ending Theme,Boku wo Mitsukete (僕を見つけて),fhána,https://www.youtube.com/watch?v=gbqO6GFeMvw,fhána「僕を見つけて」（TVアニメ『ナカノヒトゲノム【実況中】』エンディング・テーマ）MUSIC VIDEO,
1245,"Nami yo Kiitekure (Wave, Listen to Me!)",Spring 2020,2020,Opening Theme,aranami,tacica,https://open.spotify.com/track/1N23CBPVb0ms0lf3acpfBv,,Downloaded
1246,"Nami yo Kiitekure (Wave, Listen to Me!)",Spring 2020,2020,Ending Theme,Pride,Harumi (遥海),https://open.spotify.com/track/5bE1OtImM4YVO4xhAGy0og,,Downloaded
1247,"Nami yo Kiitekure (Wave, Listen to Me!)",Spring 2020,2020,Ending Theme,Believe In Myself,Harumi (遥海),https://open.spotify.com/track/0nolpr6YURejDkUCmJtea8,,Downloaded
1248,"Nande Koko ni Sensei ga!_ (Why the Hell are You Here, Teacher!_)",Spring 2019,2019,Opening Theme,Bon♡Kyu♡Bon wa Kare no Mono♡ (ボン♡キュッ♡ボンは彼のモノ♡),Sumire Uesaka,https://open.spotify.com/track/5yBJ3b6E3S3zLV0LxN8ZDX,,Downloaded
1249,"Nande Koko ni Sensei ga!_ (Why the Hell are You Here, Teacher!_)",Spring 2019,2019,Ending Theme,Ringo-iro Memories (りんご色メモリーズ),Kana Kojima (Sumire Uesaka),https://www.youtube.com/watch?v=g9D76b7Yr_c,Nande Koko ni Sensei Ga - Ending Collection「Ringoiro Memories」,
1250,"Nande Koko ni Sensei ga!_ (Why the Hell are You Here, Teacher!_)",Spring 2019,2019,Ending Theme,Ringo-iro Memories (りんご色メモリーズ),Mayu Matsukaze (Yuuko Gotou),https://www.youtube.com/watch?v=3cMFPrP9AuM,Nande Koko Ni Sensei Ga ED!!!-Ringo Iro Memories(Nozomi Yamamoto),
1251,"Nande Koko ni Sensei ga!_ (Why the Hell are You Here, Teacher!_)",Spring 2019,2019,Ending Theme,Ringo-iro Memories (りんご色メモリーズ),Chizuru Tachibana (Nozomi Yamamoto),https://www.youtube.com/watch?v=3cMFPrP9AuM,Nande Koko Ni Sensei Ga ED!!!-Ringo Iro Memories(Nozomi Yamamoto),
1252,"Nande Koko ni Sensei ga!_ (Why the Hell are You Here, Teacher!_)",Spring 2019,2019,Ending Theme,Ringo-iro Memories (りんご色メモリーズ),Hikari Hazakura (Shizuka Ishigami),https://www.youtube.com/watch?v=ZDObvfpgM8s,Ringoiro Memories Hazakura Hikari Char Song From Why The Hell Are You Here Teacher!?,
1253,Nande Koko ni Sensei ga!_ Nande Koko ni Sensei-tachi ga!_,,1900,Opening Theme,Bon♡Kyu♡Bon wa Kare no Mono♡ (ボン♡キュッ♡ボンは彼のモノ♡),Sumire Uesaka,https://www.youtube.com/watch?v=mhIeiUbH2gg,上坂すみれ「ボン♡キュッ♡ボンは彼のモノ♡」Music Video,
1254,Nande Koko ni Sensei ga!_ Nande Koko ni Sensei-tachi ga!_,,1900,Ending Theme,Ringo-iro Memories (りんご色メモリーズ),Kana Kojima (Sumire Uesaka),https://www.youtube.com/watch?v=g9D76b7Yr_c,Nande Koko ni Sensei Ga - Ending Collection「Ringoiro Memories」,
1255,Natsunagu!,Winter 2020,2020,Ending Theme,Camellia,Rio,https://www.youtube.com/watch?v=qfxe37zxcQk,「Camellia」By Rio  Natsunagu!,
1256,Nazo no Kanojo X (Mysterious Girlfriend X),Spring 2012,2012,Opening Theme,Koi no Orchestra (恋のオーケストラ),Ayako Yoshitani,https://www.youtube.com/watch?v=Qx2KN5KGcfU,Koi No Orchestra,
1257,Nazo no Kanojo X (Mysterious Girlfriend X),Spring 2012,2012,Ending Theme,Houkago no Yakusoku (放課後の約束),Ayako Yoshitani,https://www.youtube.com/watch?v=9vQR-ezyFKs,(Ayako Yoshitani) Houkago no Yakusoku,
1258,Nazo no Kanojo X_ Nazo no Natsu Matsuri,,1900,Opening Theme,Koi no Orchestra (恋のオーケストラ),Ayako Yoshitani,https://www.youtube.com/watch?v=Qx2KN5KGcfU,Koi No Orchestra,
1259,Nazo no Kanojo X_ Nazo no Natsu Matsuri,,1900,Ending Theme,Houkago no Yakusoku (放課後の約束),Ayako Yoshitani,https://www.youtube.com/watch?v=9vQR-ezyFKs,(Ayako Yoshitani) Houkago no Yakusoku,
1260,Nekopara,Winter 2020,2020,Opening Theme,Shiny Happy Days,"Chocola (Yuki Yagi), Vanilla (Iori Saeki), Azuki (Shiori Izawa), Maple (Miku Itou), Cinnamon (Yuri Noguchi), Coconut (Marin Mizutani)",https://open.spotify.com/track/5EwXiLazd1wAR5AAgc9Vla,,Downloaded
1261,Nekopara,Winter 2020,2020,Ending Theme,Hidamari no Kaori (陽だまりの香り),"Chocola (Yuki Yagi), Vanilla (Iori Saeki)",https://open.spotify.com/track/14NSDE62o0Jh3OOEoy7QDG,,Downloaded
1262,Nekopara,Winter 2020,2020,Ending Theme,Honto no Kokoro (ホントノココロ),Maple (Miku Itou),https://open.spotify.com/track/0zP5N2tVor5CzgqQusKXSo,,Downloaded
1263,Nekopara,Winter 2020,2020,Ending Theme,Hidamari no Kaori ~Cacao mo Issho ver~ (陽だまりの香り~カカオもいっしょver~),"Chocola (Yuki Yagi), Vanilla (Iori Saeki), Cacao (Yuuka Morishima)",https://open.spotify.com/track/00xxi3SdDhWq58AoIOBhzL,,Downloaded
1264,Nekopara_ Koneko no Hi no Yakusoku,,1900,Ending Theme,Symphony,Luce Twinkle Wink,https://open.spotify.com/track/0IsG0E5frih5IUXcDgC9Yo,,Downloaded
1265,Neon Genesis Evangelion,Fall 1995,1995,Opening Theme,"Zankoku na Tenshi no Thesis (残酷な天使のテーゼ, A Cruel Angel's Thesis)",Yoko Takahashi,https://www.youtube.com/watch?v=o6wtDPVkKqI,「残酷な天使のテーゼ」MUSIC VIDEO（HDver.）/Zankoku na Tenshi no Te-ze“The Cruel Angel's Thesis”,
1266,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon,Claire,https://www.youtube.com/watch?v=wNhuXQyyBr8,Fly Me To The Moon - Claire,
1267,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Rei #5 Version),Megumi Hayashibara,https://www.youtube.com/watch?v=T8j5qRVFKJc,K3VERT sl Ayanami Rei CV Hayashibara Megumi   FLY ME TO THE MOON Rei 5 TV Size Remix Version,
1268,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Rei #6 Version),Megumi Hayashibara,https://www.youtube.com/watch?v=mx7Ymjcw0ok,Fly Me to the Moon (Rei (#6) TV Size Remix Version) | Neon Genesis Evangelion,
1269,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon -4 Beat Version-,Yoko Takahashi,https://www.youtube.com/watch?v=WZWlboOd14g,FLY ME TO THE MOON / CLAIRE - karaoke - 新世紀エヴァンゲリオン,
1270,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Aya Bossa Techno Version),Aya,https://www.youtube.com/watch?v=tLYEUIb-jvI,Aya - Fly Me To The Moon (Bossa Techno Version),
1271,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Yoko Takahashi Acid Bossa Version),Yoko Takahashi,https://www.youtube.com/watch?v=hU1-unujKB0,"Fly Me To the Moon (Acid Bossa Version) - Shiro Sagisu, Yoko Takahashi [Letra/Lyrics]",
1272,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Yoko Takahashi Version),Yoko Takahashi,https://www.youtube.com/watch?v=J65hWkuJZEk,Yoko Takahashi - FLY ME TO THE MOON (2020 Version) · Evangelion Finally 2021 Vinyl,
1273,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon -4 Beat Version (Off-Vocal)-,[Instrumental],https://www.youtube.com/watch?v=8ILYduMoODg,Fly Me To The Moon (Originally Performed By Doris Day) (Karaoke Instrumental Version),
1274,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Off-Vocal Version),[Instrumental],https://www.youtube.com/watch?v=VvjWl7lvrnk,Frank Sinatra - Fly Me To The Moon (Karaoke Version),
1275,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Aki Jungle Version),Aki,https://www.youtube.com/watch?v=D66T36qsi_w,Evangelion - Aki Jungle - Fly me to the moon,
1276,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon -B22 (A-Type)-,[Instrumental],https://www.youtube.com/watch?v=IGI2RCLNaz8,Fly Me To The Moon (aesthetic rap type beat instrumental),
1277,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Rei #23 Version),Megumi Hayashibara,https://www.youtube.com/watch?v=EkTG2v4vPZQ,Fly all 14 of them to the moon,
1278,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Rei #25 Version),Megumi Hayashibara,https://www.youtube.com/watch?v=GEW3ZuxMaV0,Fly Me to the Moon (Rei (#25) TV Size Version),
1279,Neon Genesis Evangelion,Fall 1995,1995,Ending Theme,Fly Me to the Moon (Rei #26 Version),Megumi Hayashibara,https://www.youtube.com/watch?v=GEW3ZuxMaV0,Fly Me to the Moon (Rei (#25) TV Size Version),
1280,Neon Genesis Evangelion_ The End of Evangelion,,1900,Ending Theme,Thanatos -If I Can't Be Yours-,Loren & Mash,https://www.youtube.com/watch?v=oKCH5thyVAA,Shiro Sagisu-Thanatos –If I Can't Be Yours–,
1281,Net-juu no Susume (Recovery of an MMO Junkie),Fall 2017,2017,Opening Theme,Saturday Night Question (サタデー・ナイト・クエスチョン),Megumi Nakajima,https://open.spotify.com/track/3m8afiRxyS8YzLuq9LfFdU,,Downloaded
1282,Net-juu no Susume (Recovery of an MMO Junkie),Fall 2017,2017,Ending Theme,"Hikari, Hikari (ひかり、ひかり)",Yuuka Aisaka,https://open.spotify.com/track/3425sFJgHKb0oaSuju0peq,,Downloaded
1283,Net-juu no Susume Special (Recovery of an MMO Junkie Special),,1900,Opening Theme,Saturday Night Question (サタデー・ナイト・クエスチョン),Megumi Nakajima,https://open.spotify.com/track/3m8afiRxyS8YzLuq9LfFdU,,Downloaded
1284,Net-juu no Susume Special (Recovery of an MMO Junkie Special),,1900,Ending Theme,"Hikari, Hikari (ひかり、ひかり)",Yuuka Aisaka,https://open.spotify.com/track/3425sFJgHKb0oaSuju0peq,,Downloaded
1285,New Game!,Summer 2016,2016,Opening Theme,SAKURA Skip (SAKURAスキップ),"fourfolium [Aoba Suzukaze (Yuuki Takada), Hifumi Takimoto (Megumi Yamaguchi), Hajime Shinoda (Megumi Toda), Yun Iijima (Ayumi Takeo)]",https://www.youtube.com/watch?v=MmCJkdB4k8A,"NEW GAME! OP FULL ""SAKURA skip""",
1286,New Game!,Summer 2016,2016,Ending Theme,Now Loading!!!!,"fourfolium [Aoba Suzukaze (Yuuki Takada), Hifumi Takimoto (Megumi Yamaguchi), Hajime Shinoda (Megumi Toda), Yun Iijima (Ayumi Takeo)]",https://www.youtube.com/watch?v=IenoP5tufek,TVアニメ「NEW GAME!」エンディングテーマ「Now Loading!!!!」,
1287,"New Game! Watashi, Shain Ryokou tte Hajimete nano de",,1900,Opening Theme,SAKURA Skip (SAKURAスキップ),"fourfolium [Aoba Suzukaze (Yuuki Takada), Hifumi Takimoto (Megumi Yamaguchi), Hajime Shinoda (Megumi Toda), Yun Iijima (Ayumi Takeo)]",https://www.youtube.com/watch?v=MmCJkdB4k8A,"NEW GAME! OP FULL ""SAKURA skip""",
1288,"New Game! Watashi, Shain Ryokou tte Hajimete nano de",,1900,Ending Theme,Now Loading!!!!,"fourfolium [Aoba Suzukaze (Yuuki Takada), Hifumi Takimoto (Megumi Yamaguchi), Hajime Shinoda (Megumi Toda), Yun Iijima (Ayumi Takeo)]",https://www.youtube.com/watch?v=IenoP5tufek,TVアニメ「NEW GAME!」エンディングテーマ「Now Loading!!!!」,
